,Unnamed: 0,file,date,latitude,longitude,ocean,profiler_type,institution,parameters,parameter_data_mode,date_update,PRES,PRES_STD,DEPTH,DEPTH_STD,SIGMA0,SIGMA0_STD,TEMP,TEMP_STD,PSAL,PSAL_STD,DOXY,DOXY_STD,PRES_ERROR,PRES_ERROR_STD,PRES_COMMENT,PRES_MODE,TEMP_ERROR,TEMP_ERROR_STD,TEMP_COMMENT,TEMP_MODE,PSAL_ERROR,PSAL_ERROR_STD,PSAL_COMMENT,PSAL_MODE,DOXY_ERROR,DOXY_ERROR_STD,DOXY_COMMENT,DOXY_MODE,date_format
0,0,aoml/4903365/profiles/SD4903365_001.nc,20210813140632,59.916,-39.421,A,869,AO,PRES TEMP PSAL DOXY CHLA BBP700 CDOM PH_IN_SITU_TOTAL NITRATE,AAADAARDD,20240104175721,51.08400129795074,29.146393756945777,50.59450185084343,28.86466828986737,1027.2879033934416,0.3611518138845329,6.609099998474121,2.1520792967573903,34.79365982055664,0.0806620064126491,293.50088073730467,2.611129933189672,,,Pressure adjusted at real time based on most recent valid surface pressure,A,,,,A,,,,A,7.068830814361572,0.328673198193072,"Polynomial calibration coeficients were used. G determined by surface measurement comparison to World Ocean Atlas 2009.See Takeshita et al.2013,doi:10.1002/jgrc.20399",D,2021-08-13 14:06:32
1,1,aoml/4903365/profiles/SD4903365_003.nc,20210902104031,59.327,-40.424,A,869,AO,PRES TEMP PSAL DOXY CHLA BBP700 CDOM PH_IN_SITU_TOTAL NITRATE,AAADAARDD,20240104175746,51.41400129318237,29.147360892886415,50.92372929354428,28.866950241913468,1027.2354589275974,0.3555662630870516,7.012260007858276,1.923621848515304,34.79020011901856,0.1107202415953458,285.5709454345703,3.277799265332811,,,Pressure adjusted at real time based on most recent valid surface pressure,A,,,,A,,,,A,7.002999982833862,0.2892759332749661,"Polynomial calibration coeficients were used. G determined by surface measurement comparison to World Ocean Atlas 2009.See Takeshita et al.2013,doi:10.1002/jgrc.20399",D,2021-09-02 10:40:31
2,2,aoml/4903365/profiles/SD4903365_006.nc,20211002062837,59.474,-40.564,A,869,AO,PRES TEMP PSAL DOXY CHLA BBP700 CDOM PH_IN_SITU_TOTAL NITRATE,AAADAARDD,20240104175822,56.013215073517394,30.776870243717543,55.47775126226389,30.48005911804903,1027.30762369783,0.1210355254998678,6.58787385054997,0.7121225273100277,34.78700842176165,0.0367793120751849,292.0135595703125,3.952903552586873,,,Pressure adjusted at real time based on most recent valid surface pressure,A,,,,A,,,,A,7.035635719299316,0.0916168482467091,"Polynomial calibration coeficients were used. G determined by surface measurement comparison to World Ocean Atlas 2009.See Takeshita et al.2013,doi:10.1002/jgrc.20399",D,2021-10-02 06:28:37
3,3,aoml/4903365/profiles/SD4903365_007.nc,20211012053050,59.478,-40.328,A,869,AO,PRES TEMP PSAL DOXY CHLA BBP700 CDOM PH_IN_SITU_TOTAL NITRATE,AAADAARDD,20240104175835,51.14600101947784,29.15788162565622,50.65768647756077,28.8770557901482,1027.3484556964324,0.0974877914673387,6.326280002593994,0.5762649131006489,34.79373916625977,0.0328797756665982,294.551787109375,4.150627438107521,,,Pressure adjusted at real time based on most recent valid surface pressure,A,,,,A,,,,A,7.099546232223511,0.0924042648806329,"Polynomial calibration coeficients were used. G determined by surface measurement comparison to World Ocean Atlas 2009.See Takeshita et al.2013,doi:10.1002/jgrc.20399",D,2021-10-12 05:30:50
4,4,coriolis/6902802/profiles/SD6902802_103.nc,20210422061630,59.725,-39.771,A,841,IF,PRES TEMP PSAL DOXY,DDDD,20230320161042,48.80282467216421,29.27800970367036,48.33605548925415,28.99563011319784,1027.6782565050862,0.0068144749026419,4.194687506248211,0.0141612757521981,34.88753163129434,0.0099625747595562,311.6007000316273,2.426575531884088,2.400000095367432,0.0,No adjustement was necessary -Calibration error is manufacturer specified accuracy,D,0.0020000000949949,0.0,No adjustement was necessary -Calibration error is manufacturer specified accuracy,D,0.0099999997764825,0.0,"Salinity drift or offset detected - OWC fit is adopted. Error = 0.01 provided by the PI. OWC Method, ,",D,9.348021008751608,0.0727971885736289,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from NCEP data - Gain based on comparison between Argo cycle 1 and reference profile ov18_d_81/,D,2021-04-22 06:16:30
5,5,coriolis/6902802/profiles/SD6902802_104.nc,20210502061830,59.704,-40.596,A,841,IF,PRES TEMP PSAL DOXY,DDDD,20230320161053,49.1172972228076,29.525282104610305,48.64754444990776,29.240619051709817,1027.6484747105578,0.0144078461737437,4.174556147452839,0.0936113139973572,34.847528480621705,0.0051833208740596,317.2090450633656,2.7128692988583203,2.400000095367432,0.0,No adjustement was necessary -Calibration error is manufacturer specified accuracy,D,0.0020000000949949,0.0,No adjustement was necessary -Calibration error is manufacturer specified accuracy,D,0.0099999997764825,0.0,"Salinity drift or offset detected - OWC fit is adopted. Error = 0.01 provided by the PI. OWC Method, ,",D,9.516271331093527,0.0813861124478047,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from NCEP data - Gain based on comparison between Argo cycle 1 and reference profile ov18_d_81/,D,2021-05-02 06:18:30
6,6,coriolis/6902802/profiles/SD6902802_105.nc,20210512061330,59.501,-40.324,A,841,IF,PRES TEMP PSAL DOXY,DDDD,20230320161104,49.09837856440931,29.82656824624844,48.62956212328259,29.53933240998505,1027.6287332980137,0.0330082340093906,4.441722985789262,0.2825416845431752,34.85942069206448,0.0031653171408833,324.26181859555453,14.140356871418764,2.400000095367432,0.0,No adjustement was necessary -Calibration error is manufacturer specified accuracy,D,0.0020000000949949,0.0,No adjustement was necessary -Calibration error is manufacturer specified accuracy,D,0.0099999997764825,0.0,"Salinity drift or offset detected - OWC fit is adopted. Error = 0.01 provided by the PI. OWC Method, ,",D,9.7278544695481,0.4242107207339229,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from NCEP data - Gain based on comparison between Argo cycle 1 and reference profile ov18_d_81/,D,2021-05-12 06:13:30
7,7,coriolis/6902802/profiles/SD6902802_106.nc,20210522061830,59.271,-40.393,A,841,IF,PRES TEMP PSAL DOXY,DDDD,20230320161117,50.47908150040934,29.536489386376424,49.99794336485445,29.252549899340988,1027.59163141772,0.0254357929416826,4.717382221024272,0.3157401607750565,34.85109823126542,0.0136811667248303,324.9159154891968,4.783716538837672,2.400000095367432,0.0,No adjustement was necessary -Calibration error is manufacturer specified accuracy,D,0.0020000000949949,0.0,No adjustement was necessary -Calibration error is manufacturer specified accuracy,D,0.0099999997764825,0.0,"Salinity drift or offset detected - OWC fit is adopted. Error = 0.01 provided by the PI. OWC Method, ,",D,9.747477481762568,0.1435115039593273,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from NCEP data - Gain based on comparison between Argo cycle 1 and reference profile ov18_d_81/,D,2021-05-22 06:18:30
8,8,coriolis/6902802/profiles/SD6902802_107.nc,20210601061630,59.333,-40.239,A,841,IF,PRES TEMP PSAL DOXY,DDDD,20230320161130,48.04916219667183,28.824286233515146,47.59122475435316,28.54727353673239,1027.5749684488892,0.0632542017717288,4.761148747035436,0.362432445835612,34.83690287998744,0.0289855598790284,312.45978228965504,6.341530557338083,2.400000095367432,0.0,No adjustement was necessary -Calibration error is manufacturer specified accuracy,D,0.0020000000949949,0.0,No adjustement was necessary -Calibration error is manufacturer specified accuracy,D,0.0099999997764825,0.0,"Salinity drift or offset detected - OWC fit is adopted. Error = 0.01 provided by the PI. OWC Method, ,",D,9.37379350555077,0.1902459176436846,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from NCEP data - Gain based on comparison between Argo cycle 1 and reference profile ov18_d_81/,D,2021-06-01 06:16:30
9,9,coriolis/6902802/profiles/SD6902802_108.nc,20210611061430,59.561,-40.02,A,841,IF,PRES TEMP PSAL DOXY,DDDD,20230320161142,48.9369564447552,29.34398448064233,48.4695271598495,29.06138504705393,1027.4383753267873,0.069714869096711,5.105675276431292,0.3571835336663296,34.71463848092702,0.0633506290778293,311.2608689017917,3.6415279737510793,2.400000095367432,0.0,No adjustement was necessary -Calibration error is manufacturer specified accuracy,D,0.0020000000949949,0.0,No adjustement was necessary -Calibration error is manufacturer specified accuracy,D,0.0099999997764825,0.0,"Salinity drift or offset detected - OWC fit is adopted. Error = 0.01 provided by the PI. OWC Method, ,",D,9.337826106859293,0.1092458548543222,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from NCEP data - Gain based on comparison between Argo cycle 1 and reference profile ov18_d_81/,D,2021-06-11 06:14:30
